,image_file,seen_data_numeric,size_used,closing_ssd,closing_eng,otsu_ssd,otsu_eng,gaus_ssd,gaus_eng,thresh_eng,thresh_ssd
0,['.\\sipaimages\\5\\23.jpg'],8.3,229,10000001,,1000009,['.'],['11.11111.7111111731190.07..'],['.'],['..'],1
0,['.\\sipaimages\\5\\24.jpg'],179.32,229,,,,,['77710115.717.7577'],,,
0,['.\\sipaimages\\5\\25.jpg'],179.32,229,,,0,,['100113111701313111361'],0,,10
0,['.\\sipaimages\\5\\26.jpg'],179.26,229,,,300311.11,,70111011,,,1
0,['.\\sipaimages\\5\\27.jpg'],179.26,229,18,7,,,313011001000012259,1,['.'],11
0,['.\\sipaimages\\5\\3.jpg'],10.63,229,,,1111,,,,,7
0,['.\\sipaimages\\5\\4.jpg'],10.63,229,,,,,11011111111177.1,,,111
0,['.\\sipaimages\\5\\5.jpg'],10.63,229,71,,71,,111167217814401,,,71
0,['.\\sipaimages\\5\\6.jpg'],10.63,229,1,,11,,101,5,,
0,['.\\sipaimages\\5\\7.jpg'],9.3,229,1,,11,,,,,
0,['.\\sipaimages\\5\\8.jpg'],9.3,229,,,,,,,['.'],1000
0,['.\\sipaimages\\5\\9.jpg'],6.85,229,,,,,11.71,,,2103
0,['.\\sipaimages\\5\\1.jpg'],-7.94,230,9,8,1,,,,,1
0,['.\\sipaimages\\5\\10.jpg'],10.51,230,4555550,,['231194000..'],9,4.046111015575556e+43,311,['.'],['9111749000000000..']
0,['.\\sipaimages\\5\\11.jpg'],10.51,230,62414220000.0,['..'],771,,20104111144111051,7,,911051
0,['.\\sipaimages\\5\\12.jpg'],10.51,230,,,201,,27443174111111181,['.'],1,10111
0,['.\\sipaimages\\5\\13.jpg'],10.46,230,1080.1,,1,,['40.471.777371111881'],,,
0,['.\\sipaimages\\5\\14.jpg'],10.46,230,8,,1,,1137777771.7784011,0.1,,11
0,['.\\sipaimages\\5\\15.jpg'],10.69,230,97,['.'],11,,,,2,77
0,['.\\sipaimages\\5\\16.jpg'],10.14,230,14410114029,['.'],11111,,10451811771,,,1.1
0,['.\\sipaimages\\5\\17.jpg'],10.23,230,,,11,,['2014.11.47711111133111810'],33,,1.1
0,['.\\sipaimages\\5\\18.jpg'],-19.53,230,1.3,,11,,['41110111117133111111114111401915111'],,,1
0,['.\\sipaimages\\5\\19.jpg'],-18.24,230,131,,['47711006410300018864'],5.0,1.111414116114166e+21,['.'],,
0,['.\\sipaimages\\5\\2.jpg'],-7.94,230,11,,11,,11174,,,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,230,,,100009,0.4,['77777777791303311116164111007161441515'],,,11
0,['.\\sipaimages\\5\\21.jpg'],-18.43,230,31,,['0.71184.051'],,['1778311114111.11110114601011.11717'],57455,,1
0,['.\\sipaimages\\5\\22.jpg'],-20.07,230,13,7,113111814170,1,['1777741112111552211111141110102411'],7,,11
0,['.\\sipaimages\\5\\23.jpg'],8.3,230,1,,10000004,['.'],['4111111114.1179611170.071'],0.2,2,6111
0,['.\\sipaimages\\5\\24.jpg'],179.32,230,,,,,14111161777,,,
0,['.\\sipaimages\\5\\25.jpg'],179.32,230,,,0,,11457411703.311111,7,,
0,['.\\sipaimages\\5\\26.jpg'],179.26,230,,,311.1111,['..'],1101110811171177,['..'],,11
0,['.\\sipaimages\\5\\27.jpg'],179.26,230,18,7,10,,70311116113.0,,['.'],11
0,['.\\sipaimages\\5\\3.jpg'],10.63,230,,,69834753,,1111,,,7
0,['.\\sipaimages\\5\\4.jpg'],10.63,230,,,,,11111,,,111
0,['.\\sipaimages\\5\\5.jpg'],10.63,230,71,,71,,20,,,71
0,['.\\sipaimages\\5\\6.jpg'],10.63,230,38,,11114,['.'],,,4.19,92371101911177
0,['.\\sipaimages\\5\\7.jpg'],9.3,230,1,,11,,411.41,,,
0,['.\\sipaimages\\5\\8.jpg'],9.3,230,,,,,,,['..'],1177777741
0,['.\\sipaimages\\5\\9.jpg'],6.85,230,,,41085,,11,,,1707
0,['.\\sipaimages\\5\\1.jpg'],-7.94,231,198,37,11,,,,,
0,['.\\sipaimages\\5\\10.jpg'],10.51,231,['4000..'],,['91440000..'],['.'],['401101177577511119111101911113115'],40,,['954144000000..']
0,['.\\sipaimages\\5\\11.jpg'],10.51,231,['0474220..'],['.'],771.1,,['04441117777701117773771111'],5,,7511
0,['.\\sipaimages\\5\\12.jpg'],10.51,231,,,7,,['684797777771111777777191'],1,,0
0,['.\\sipaimages\\5\\13.jpg'],10.46,231,100.1,,,,134151811811,1,,
0,['.\\sipaimages\\5\\14.jpg'],10.46,231,8,,73.01,,['44781117111111191111'],2,,
0,['.\\sipaimages\\5\\15.jpg'],10.69,231,91,['.'],1,,0.779157,,,
0,['.\\sipaimages\\5\\16.jpg'],10.14,231,114114,0.4,4011.41,['.'],3850417,['.'],,
0,['.\\sipaimages\\5\\17.jpg'],10.23,231,,,11,,222214.1231111177,135,,
0,['.\\sipaimages\\5\\18.jpg'],-19.53,231,1.3,,11,,111174,['.'],,131.71
0,['.\\sipaimages\\5\\19.jpg'],-18.24,231,31,,['474421011.61.4'],['..4'],17615914471002113011,77,,9
0,['.\\sipaimages\\5\\2.jpg'],-7.94,231,11,,11,,,,,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,231,,,4000004.07109101,,1733110119711,,,11
0,['.\\sipaimages\\5\\21.jpg'],-18.43,231,31,,17910010641141101181,0.1,['2111112111190101111534277711'],,,1
0,['.\\sipaimages\\5\\22.jpg'],-20.07,231,13,7,611441000,1.0,['177770177771114100109211'],11,,11
0,['.\\sipaimages\\5\\23.jpg'],8.3,231,1,,131,,['01111611111177776100111170101071'],['.'],,12011
0,['.\\sipaimages\\5\\24.jpg'],179.32,231,,,,,1117577,,,
0,['.\\sipaimages\\5\\25.jpg'],179.32,231,,,0,,10170301111173,739,3,1008
0,['.\\sipaimages\\5\\26.jpg'],179.26,231,,,8300641.1111,['.'],['17106113611111117111177'],,,11
0,['.\\sipaimages\\5\\27.jpg'],179.26,231,18,7,11,,1101110,,['.'],11
0,['.\\sipaimages\\5\\3.jpg'],10.63,231,,,84,['.'],5471111,,,7
0,['.\\sipaimages\\5\\4.jpg'],10.63,231,,,,,1411.5,,,111
0,['.\\sipaimages\\5\\5.jpg'],10.63,231,71,,71,,1300023114,,,71
0,['.\\sipaimages\\5\\6.jpg'],10.63,231,1,,1774,9,1011294,,9,1114177
0,['.\\sipaimages\\5\\7.jpg'],9.3,231,1,,11,,,,,
0,['.\\sipaimages\\5\\8.jpg'],9.3,231,,,,,,,,6111741
0,['.\\sipaimages\\5\\9.jpg'],6.85,231,,,44044474,['.'],11,,['.'],14
0,['.\\sipaimages\\5\\1.jpg'],-7.94,232,1,8,1,,11111117111,,,
0,['.\\sipaimages\\5\\10.jpg'],10.51,232,644,,140000,,['2047111177777791111019111111157177755573'],7,1,['9111414400000..']
0,['.\\sipaimages\\5\\11.jpg'],10.51,232,['41470000..'],['.'],77101,,64.11177271111112,,['..'],3614000000
0,['.\\sipaimages\\5\\12.jpg'],10.51,232,,,7,,77.12110611111811,['..'],11,131111
0,['.\\sipaimages\\5\\13.jpg'],10.46,232,8,,,,6.788884441179111,['7..'],,1
0,['.\\sipaimages\\5\\14.jpg'],10.46,232,3,,1,,4.175524111118101,470,,
0,['.\\sipaimages\\5\\15.jpg'],10.69,232,910,,1,,0.7776111911,,,
0,['.\\sipaimages\\5\\16.jpg'],10.14,232,40111414421,['.3.'],4011475777714119,['.'],12301011801,,,11
0,['.\\sipaimages\\5\\17.jpg'],10.23,232,,,880021111,,232.1114271111113,,,1.1
0,['.\\sipaimages\\5\\18.jpg'],-19.53,232,1.3,7,101,,['00371111143111211914111001021'],['...531'],,1
0,['.\\sipaimages\\5\\19.jpg'],-18.24,232,131,,['1110088100.1411.1'],['16..4'],['00611141411411670196011000222111'],7,,1400
0,['.\\sipaimages\\5\\2.jpg'],-7.94,232,11,,11,,,,,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,232,11,1,1186.153,,2811141141110710614,,,
0,['.\\sipaimages\\5\\21.jpg'],-18.43,232,1,,1174101081144.941,['.'],['4771117111118431111114911111116316114479198115121117'],5,,1
0,['.\\sipaimages\\5\\22.jpg'],-20.07,232,13,7,1474014141100111.2,0.1,11711111114110410411,4,,11
0,['.\\sipaimages\\5\\23.jpg'],8.3,232,1,,100000004,,['111111111111111111117811777422111101411'],['11..5'],,6111
0,['.\\sipaimages\\5\\24.jpg'],179.32,232,,,,,77032.17,,,
0,['.\\sipaimages\\5\\25.jpg'],179.32,232,,,0,,77711702311111361,,,10
0,['.\\sipaimages\\5\\26.jpg'],179.26,232,,,303611.1111,['.'],11105,,,1
0,['.\\sipaimages\\5\\27.jpg'],179.26,232,18,7,10,,11011.114110000102,['.'],,11
0,['.\\sipaimages\\5\\3.jpg'],10.63,232,,,70414,,,,,7
0,['.\\sipaimages\\5\\4.jpg'],10.63,232,,,1010,2,['1411..11111'],1,,111
0,['.\\sipaimages\\5\\5.jpg'],10.63,232,71,,71,,11314,3,,71
0,['.\\sipaimages\\5\\6.jpg'],10.63,232,1,,1,,181,7,['.'],5
0,['.\\sipaimages\\5\\7.jpg'],9.3,232,1,,11,,1111.41117711111,20,,
0,['.\\sipaimages\\5\\8.jpg'],9.3,232,,,,,,,['.'],1111724441
0,['.\\sipaimages\\5\\9.jpg'],6.85,232,,,,,11,,,4177004
0,['.\\sipaimages\\5\\1.jpg'],-7.94,233,9,8,11,,,,,
0,['.\\sipaimages\\5\\10.jpg'],10.51,233,44,,['231444000..'],9,1.1405555571111112e+26,57.16,0.9,['921414400000100..']
0,['.\\sipaimages\\5\\11.jpg'],10.51,233,471400000.0,13,771.1,,1.6344311117732713e+18,,['.'],['3611..']
0,['.\\sipaimages\\5\\12.jpg'],10.51,233,,,7,,717111611,0.5,1,40114
0,['.\\sipaimages\\5\\13.jpg'],10.46,233,14.1,,14,,373.7171211,,,
0,['.\\sipaimages\\5\\14.jpg'],10.46,233,8,,,,144117118.1,,,
0,['.\\sipaimages\\5\\15.jpg'],10.69,233,97,,11,,['09.777173.11'],12,3.0,['556717111100..']
0,['.\\sipaimages\\5\\16.jpg'],10.14,233,14144,['.'],1011.147777772231,['.'],281174114114,,,1.1
0,['.\\sipaimages\\5\\17.jpg'],10.23,233,1.1,,17,,['4611.1417.2131111113311918111'],['.17..'],,
0,['.\\sipaimages\\5\\18.jpg'],-19.53,233,3,,7911,,1131,,,1
0,['.\\sipaimages\\5\\19.jpg'],-18.24,233,131,,4110065819.121141,0.4,['0241111411114111170192177101555307'],,,
0,['.\\sipaimages\\5\\2.jpg'],-7.94,233,11,,11,,,,,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,233,11,1,['111.1162.71187'],,['731910811111140701942117'],0.0,,11
0,['.\\sipaimages\\5\\21.jpg'],-18.43,233,31,,110010121,['.'],['172188111104.311141311141197019114.42117'],38,,1
0,['.\\sipaimages\\5\\22.jpg'],-20.07,233,13,,474971014104191,20,71777575571188111,1,,11
0,['.\\sipaimages\\5\\23.jpg'],8.3,233,1,,1,,['1111111111111.1716770.1.1'],0.1,,['1..1']
0,['.\\sipaimages\\5\\24.jpg'],179.32,233,,,,,117.21151,['.'],,
0,['.\\sipaimages\\5\\25.jpg'],179.32,233,,,0,,16701111131764,,,
0,['.\\sipaimages\\5\\26.jpg'],179.26,233,79,,777771.1111,,11360111777,,,11
0,['.\\sipaimages\\5\\27.jpg'],179.26,233,18,,10,,71100100022501,9,['.'],11
0,['.\\sipaimages\\5\\3.jpg'],10.63,233,,,311,,41,,,7
0,['.\\sipaimages\\5\\4.jpg'],10.63,233,,,1,3,111,,,111
0,['.\\sipaimages\\5\\5.jpg'],10.63,233,71,,211,,154,,,71
0,['.\\sipaimages\\5\\6.jpg'],10.63,233,1,,491,,7777731,,,23731565141
0,['.\\sipaimages\\5\\7.jpg'],9.3,233,1,,11,,4,['.'],,
0,['.\\sipaimages\\5\\8.jpg'],9.3,233,,,,,,,['..'],11117774
0,['.\\sipaimages\\5\\9.jpg'],6.85,233,,,265,,11,,['.'],77004
0,['.\\sipaimages\\5\\1.jpg'],-7.94,234,9,8,1,,,,,1
0,['.\\sipaimages\\5\\10.jpg'],10.51,234,2113550014,1,['23194000000..'],,['5170000000001111177777111710411111.311.55559'],['1.....'],['.'],40114114400.0
0,['.\\sipaimages\\5\\11.jpg'],10.51,234,1114220.0,0.15,2,,['2251.113.1161'],55,['..1'],9414417111
0,['.\\sipaimages\\5\\12.jpg'],10.51,234,,,7,,,,['.'],101114
0,['.\\sipaimages\\5\\13.jpg'],10.46,234,4.1,,,,21111.741171111113,51351,,1
0,['.\\sipaimages\\5\\14.jpg'],10.46,234,8,,,,['166774.177118.1'],1,,
0,['.\\sipaimages\\5\\15.jpg'],10.69,234,21,,111,,806721,,,
0,['.\\sipaimages\\5\\16.jpg'],10.14,234,189,,4111.411111711,,51110,,,7.1
0,['.\\sipaimages\\5\\17.jpg'],10.23,234,1.1,,17,,['4.8.17777777711113311181'],['.'],,1.1
0,['.\\sipaimages\\5\\18.jpg'],-19.53,234,1.3,,17,['.'],181.100311161111,11.0,,1
0,['.\\sipaimages\\5\\19.jpg'],-18.24,234,131,,['711001064110.106141.1'],['..4'],['77711111141910061111541917'],['.'],,
0,['.\\sipaimages\\5\\2.jpg'],-7.94,234,17,,11,,111,,,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,234,11,1,['1114.07270.51'],['..3.'],17.117371119191116,0.75,,11
0,['.\\sipaimages\\5\\21.jpg'],-18.43,234,31,,1710211174.1441,['..'],['1777778111111710131114111701992153'],1,,1
0,['.\\sipaimages\\5\\22.jpg'],-20.07,234,13,7,1474801110110191,['1..'],,,,11
0,['.\\sipaimages\\5\\23.jpg'],8.3,234,1,,104,,1111111111117791.2,['.3.'],,11211.9
0,['.\\sipaimages\\5\\24.jpg'],179.32,234,,,,,,,,
0,['.\\sipaimages\\5\\25.jpg'],179.32,234,,,0,,1477114170331111311,7.0,,
0,['.\\sipaimages\\5\\26.jpg'],179.26,234,,,1.1111,,113611114,,,11
0,['.\\sipaimages\\5\\27.jpg'],179.26,234,18,,10,,171111.1410002259,90,['.'],11
0,['.\\sipaimages\\5\\3.jpg'],10.63,234,,,74947,,,,,11
0,['.\\sipaimages\\5\\4.jpg'],10.63,234,,,1,,['1441..11111'],,,111
0,['.\\sipaimages\\5\\5.jpg'],10.63,234,1,,71,,1100094718112243,6,,71
0,['.\\sipaimages\\5\\6.jpg'],10.63,234,38,,11,,,,4,174
0,['.\\sipaimages\\5\\7.jpg'],9.3,234,1,,11,,711173171111,,,
0,['.\\sipaimages\\5\\8.jpg'],9.3,234,,,,,,,['.'],1611177741
0,['.\\sipaimages\\5\\9.jpg'],6.85,234,,,101,['.....'],1.1,,['.'],470004
0,['.\\sipaimages\\5\\1.jpg'],-7.94,235,18,57,1,,,,,
0,['.\\sipaimages\\5\\10.jpg'],10.51,235,2113555.14,1.0,['231140000..'],,['4137777777711177777771111019111131130'],0.11,,['944800000..']
0,['.\\sipaimages\\5\\11.jpg'],10.51,235,['14100000..'],['..'],77101,,820444449.17,['.'],,9114
0,['.\\sipaimages\\5\\12.jpg'],10.51,235,,,211,,['39477777774111701111777744'],['...'],1,11100114
0,['.\\sipaimages\\5\\13.jpg'],10.46,235,0,,,,4177777,,,
0,['.\\sipaimages\\5\\14.jpg'],10.46,235,3,,,,1040.7777777517772,0.1,,11
0,['.\\sipaimages\\5\\15.jpg'],10.69,235,91,1,14,,53111,['..'],,
0,['.\\sipaimages\\5\\16.jpg'],10.14,235,1001.1114441,0.3,411.177777771111,['.'],5411114,,,
0,['.\\sipaimages\\5\\17.jpg'],10.23,235,1.1,,17,,['0.0.1411.191'],,,1.1
0,['.\\sipaimages\\5\\18.jpg'],-19.53,235,1.3,,11,,12111114119010551,,['.'],130
0,['.\\sipaimages\\5\\19.jpg'],-18.24,235,1111,1,7.110089110231104e+17,0.14,11131,4,,4111
0,['.\\sipaimages\\5\\2.jpg'],-7.94,235,11,,11,,1011111111,,,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,235,11,,,,1611106111971,4,,11
0,['.\\sipaimages\\5\\21.jpg'],-18.43,235,31,,1110102014.19,['.'],130311163,2,,1
0,['.\\sipaimages\\5\\22.jpg'],-20.07,235,13,7,14797701311.1,0.1,8112514,,5,10181
0,['.\\sipaimages\\5\\23.jpg'],8.3,235,1,,611,9,['1141.1116.171111111177777771170.01'],,,111
0,['.\\sipaimages\\5\\24.jpg'],179.32,235,,,,,11111141611125.75,1.0,,
0,['.\\sipaimages\\5\\25.jpg'],179.32,235,,,0,,['1077711117833111107864'],7,,10
0,['.\\sipaimages\\5\\26.jpg'],179.26,235,,,77771.1111,,1110117,,,11
0,['.\\sipaimages\\5\\27.jpg'],179.26,235,178,7,10,,4711111118201,2,,11
0,['.\\sipaimages\\5\\3.jpg'],10.63,235,,,44847,,,,,7
0,['.\\sipaimages\\5\\4.jpg'],10.63,235,,,,,114411151177.21,,,111
0,['.\\sipaimages\\5\\5.jpg'],10.63,235,71,,791,,1184177,,,71
0,['.\\sipaimages\\5\\6.jpg'],10.63,235,1,,897,9,11,,['.'],11124
0,['.\\sipaimages\\5\\7.jpg'],9.3,235,1,,11,,11.11,,,
0,['.\\sipaimages\\5\\8.jpg'],9.3,235,,,,,,,,110000.1
0,['.\\sipaimages\\5\\9.jpg'],6.85,235,,,484,,11,,['.'],4.1177004
0,['.\\sipaimages\\5\\1.jpg'],-7.94,236,18,37,1,,,,,1
0,['.\\sipaimages\\5\\10.jpg'],10.51,236,8440,1,['14144000000..'],,['53103015117777719111611111.311.52771'],36.0,1.0,['314114400..']
0,['.\\sipaimages\\5\\11.jpg'],10.51,236,['4147000...'],,711,,2111111319,,,['3119400000..']
0,['.\\sipaimages\\5\\12.jpg'],10.51,236,,,310000,,1177778111,101,,
0,['.\\sipaimages\\5\\13.jpg'],10.46,236,4.1,,,,800418445771112111,,,1.1
0,['.\\sipaimages\\5\\14.jpg'],10.46,236,3,,1,,25747.777161,['.'],,
0,['.\\sipaimages\\5\\15.jpg'],10.69,236,91,['.'],1,,4411211071,['.'],,
0,['.\\sipaimages\\5\\16.jpg'],10.14,236,4141.44,,400114101111,['.'],5447114,,,1.1
0,['.\\sipaimages\\5\\17.jpg'],10.23,236,14841441,,17,,61111173311114631,,,
0,['.\\sipaimages\\5\\18.jpg'],-19.53,236,1.3,,101,,117777118281,21,,11.71
0,['.\\sipaimages\\5\\19.jpg'],-18.24,236,131,,['77110121117800.6111.1'],14,['0671120116210711114116010091714..125..1117'],,,111
0,['.\\sipaimages\\5\\2.jpg'],-7.94,236,11,,11,,541111,,,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,236,,,['4.81109.471114817'],,['10001173111113311111112312911071024117'],7,,11
0,['.\\sipaimages\\5\\21.jpg'],-18.43,236,31,,19100801214.11441,,11119111411974,7,,1
0,['.\\sipaimages\\5\\22.jpg'],-20.07,236,13,7,4.772781413111118,['....'],5550.1,,,11
0,['.\\sipaimages\\5\\23.jpg'],8.3,236,1,,17,,['11111111.41.117770777114811'],['.'],,8111
0,['.\\sipaimages\\5\\24.jpg'],179.32,236,,,,,110011,,,
0,['.\\sipaimages\\5\\25.jpg'],179.32,236,,,0,,11211,,,1
0,['.\\sipaimages\\5\\26.jpg'],179.26,236,,,11.1111,,113611001,,,1
0,['.\\sipaimages\\5\\27.jpg'],179.26,236,18,,10,,160111141.41,,,11
0,['.\\sipaimages\\5\\3.jpg'],10.63,236,,,69942576,,11101,,,11
0,['.\\sipaimages\\5\\4.jpg'],10.63,236,,,,,11114111,['.'],,111
0,['.\\sipaimages\\5\\5.jpg'],10.63,236,71,,71,,11675553134,,,71
0,['.\\sipaimages\\5\\6.jpg'],10.63,236,3,,1147,9,1175353111191,,['.'],35180111114
0,['.\\sipaimages\\5\\7.jpg'],9.3,236,1,,11,,51,,,
0,['.\\sipaimages\\5\\8.jpg'],9.3,236,,,,,,,,62111777411
0,['.\\sipaimages\\5\\9.jpg'],6.85,236,,,667.4417,,1,,,0.310104
0,['.\\sipaimages\\5\\1.jpg'],-7.94,237,18,7,1,,,,,
0,['.\\sipaimages\\5\\10.jpg'],10.51,237,555550,,2311440.0,,['34518897111101219111.4.211'],17401,0.1,['411114400000...']
0,['.\\sipaimages\\5\\11.jpg'],10.51,237,['1141422000..'],4.0,77111,,['201.10000.0106821111001151131115277'],['.'],,11
0,['.\\sipaimages\\5\\12.jpg'],10.51,237,,,100000,,4401117777711,,1.0,191114
0,['.\\sipaimages\\5\\13.jpg'],10.46,237,,,,,1614111,,,11
0,['.\\sipaimages\\5\\14.jpg'],10.46,237,1,,1,,7777777711114191,0.3,,11
0,['.\\sipaimages\\5\\15.jpg'],10.69,237,910,['.'],1,,7411,,,
0,['.\\sipaimages\\5\\16.jpg'],10.14,237,4111414471,['..'],['4001140611119001000111'],0.2,4110114,['.'],,
0,['.\\sipaimages\\5\\17.jpg'],10.23,237,1,,17,,2311674101,,,1.1
0,['.\\sipaimages\\5\\18.jpg'],-19.53,237,1.3,,11,,1755751.1111111413,1,['.'],13181
0,['.\\sipaimages\\5\\19.jpg'],-18.24,237,31,,['477740810.111141.1'],4,['11157171241111411100051071714.12.1117'],['.'],,41
0,['.\\sipaimages\\5\\2.jpg'],-7.94,237,11,,11,,15311131110111,,,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,237,11,1,14100007771617,['.'],['011142111199111114019217'],['..'],,11
0,['.\\sipaimages\\5\\21.jpg'],-18.43,237,31,,11010201004,['..'],73.1091100221,97,,1
0,['.\\sipaimages\\5\\22.jpg'],-20.07,237,13,7,1.4790701111081114e+17,['1....'],554225722114,['.'],,11
0,['.\\sipaimages\\5\\23.jpg'],8.3,237,1,,10000004,,['111111117.111111311114411111717118.1.7'],['..2'],9,110114
0,['.\\sipaimages\\5\\24.jpg'],179.32,237,,,,,1111010000,4,,
0,['.\\sipaimages\\5\\25.jpg'],179.32,237,,,0,,['170711111763311117654'],7140,,
0,['.\\sipaimages\\5\\26.jpg'],179.26,237,,,777771.1111,,1812774,,,11
0,['.\\sipaimages\\5\\27.jpg'],179.26,237,17,7,11,,['11.1.400010251'],,,11
0,['.\\sipaimages\\5\\3.jpg'],10.63,237,,,924443,,11113111711,,,11
0,['.\\sipaimages\\5\\4.jpg'],10.63,237,,,0,,11118155117.71,,,111
0,['.\\sipaimages\\5\\5.jpg'],10.63,237,71,,71,,10000306309312444,['.'],,71
0,['.\\sipaimages\\5\\6.jpg'],10.63,237,1,,1739,9,101114,1,,
0,['.\\sipaimages\\5\\7.jpg'],9.3,237,1,,11,,111111,,,
0,['.\\sipaimages\\5\\8.jpg'],9.3,237,,,,,17104,['.....'],['.'],11000000
0,['.\\sipaimages\\5\\9.jpg'],6.85,237,,,54,,11,,,107000041
0,['.\\sipaimages\\5\\1.jpg'],-7.94,238,9,8,1,,,,,1
0,['.\\sipaimages\\5\\10.jpg'],10.51,238,['0040000..'],['...'],['2311440000000..'],,1777,,1,['9112.1144000000..']
0,['.\\sipaimages\\5\\11.jpg'],10.51,238,41380,,111,,2452.1191711110114,['7..'],3,11
0,['.\\sipaimages\\5\\12.jpg'],10.51,238,,,101,,5.1777777717117e+19,,1,41311
0,['.\\sipaimages\\5\\13.jpg'],10.46,238,1.1,,,,4248584444177711741,,,
0,['.\\sipaimages\\5\\14.jpg'],10.46,238,3,,,,347777751.7119111,,,11
0,['.\\sipaimages\\5\\15.jpg'],10.69,238,911,['.'],11,,4.7771,1,,
0,['.\\sipaimages\\5\\16.jpg'],10.14,238,4004,['.'],111471111131,,11114777,,,
0,['.\\sipaimages\\5\\17.jpg'],10.23,238,,,17,,['111.11.113311181085'],['.'],,1.1
0,['.\\sipaimages\\5\\18.jpg'],-19.53,238,1.3,,101,,7,,['.'],119
0,['.\\sipaimages\\5\\19.jpg'],-18.24,238,31,,['77140110.111271.1'],4,['27116111573118141601070194160.760.27117'],77.7,,1400
0,['.\\sipaimages\\5\\2.jpg'],-7.94,238,11,,11,,1711773,['.'],,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,238,11,,48.10001,['.'],['1000003444715330331111198110101611111410'],213.1,,11
0,['.\\sipaimages\\5\\21.jpg'],-18.43,238,1,,['1741012400112100100817'],,113.1102111181114,['5.7.35..'],,1
0,['.\\sipaimages\\5\\22.jpg'],-20.07,238,13,7,941146111001119,3.0,['175255311111100011110411'],,8.0,11110700
0,['.\\sipaimages\\5\\23.jpg'],8.3,238,1,,100004,,['114411111111114006114494441109011607100061'],11.0,,['11000..1']
0,['.\\sipaimages\\5\\24.jpg'],179.32,238,,,,,11010127011171114,['..'],,
0,['.\\sipaimages\\5\\25.jpg'],179.32,238,,,0,,110011,3,,
0,['.\\sipaimages\\5\\26.jpg'],179.26,238,,,11.11,,['17011611.22.11244'],,,11
0,['.\\sipaimages\\5\\27.jpg'],179.26,238,18,,10,,330116100225,,,11
0,['.\\sipaimages\\5\\3.jpg'],10.63,238,,,11,,111111,,,7
0,['.\\sipaimages\\5\\4.jpg'],10.63,238,,,0,,111113917111311,10500,,111
0,['.\\sipaimages\\5\\5.jpg'],10.63,238,71,,71,,1,,,71
0,['.\\sipaimages\\5\\6.jpg'],10.63,238,3,,4661744,,511314415731,['.'],['....9'],19444700
0,['.\\sipaimages\\5\\7.jpg'],9.3,238,1,,11,,111,,,
0,['.\\sipaimages\\5\\8.jpg'],9.3,238,,,,,,,,77774441
0,['.\\sipaimages\\5\\9.jpg'],6.85,238,,,634840446,,11,,['.'],4.70000004
0,['.\\sipaimages\\5\\1.jpg'],-7.94,239,9,8,1,,,,,
0,['.\\sipaimages\\5\\10.jpg'],10.51,239,251145514,,['2314400000..'],,['09003411004.74775555557755555557111117911110191111.311'],['.7.16'],['..19'],['354144000000..']
0,['.\\sipaimages\\5\\11.jpg'],10.51,239,8119,,2,,61.71171716111101,1971,,34111
0,['.\\sipaimages\\5\\12.jpg'],10.51,239,,,7,,119611,135,,77771
0,['.\\sipaimages\\5\\13.jpg'],10.46,239,10.1,,,,41.7110181,0.1,,
0,['.\\sipaimages\\5\\14.jpg'],10.46,239,3,,1,,1441113.7771189113,['.'],,
0,['.\\sipaimages\\5\\15.jpg'],10.69,239,901,['.'],,,['816441177111221111777..1'],,,
0,['.\\sipaimages\\5\\16.jpg'],10.14,239,4001174114141,,4101.14711119,['.'],815047,,,
0,['.\\sipaimages\\5\\17.jpg'],10.23,239,,,17,,37411111133111081,1,,1
0,['.\\sipaimages\\5\\18.jpg'],-19.53,239,1.3,,11,,10559117113.11144,['.7..'],,1
0,['.\\sipaimages\\5\\19.jpg'],-18.24,239,,,['7711008144.111491.1'],['..4'],1.171777353111411e+17,1,,14
0,['.\\sipaimages\\5\\2.jpg'],-7.94,239,11,,11,,111111,,,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,239,11,1,45197868.16,,['1162111111111070122151712115'],,1,11
0,['.\\sipaimages\\5\\21.jpg'],-18.43,239,1,,199108111719110004,['..'],100773.1119141192,,,1
0,['.\\sipaimages\\5\\22.jpg'],-20.07,239,13,7,1111111.441,2,15335531411,,,11
0,['.\\sipaimages\\5\\23.jpg'],8.3,239,1,,14104,['.'],['1411111171114111211101'],15.0,,11011.9
0,['.\\sipaimages\\5\\24.jpg'],179.32,239,,,,,,,,
0,['.\\sipaimages\\5\\25.jpg'],179.32,239,,,0,,11411111874,['.'],,10
0,['.\\sipaimages\\5\\26.jpg'],179.26,239,,,11.1111,,1175777,,,11
0,['.\\sipaimages\\5\\27.jpg'],179.26,239,18,,10,,['701114.63.0'],,,1
0,['.\\sipaimages\\5\\3.jpg'],10.63,239,,,0,,,,,7
